domain,operator,family,reference_tier,n_stacks,mean_absolute_displacement_slices,median_absolute_displacement_slices,p90_absolute_displacement_slices,mean_absolute_displacement_um,median_absolute_displacement_um,p90_absolute_displacement_um,mean_normalized_axial_displacement,exact_match_rate,within_one_slice_rate,units_status
TBI,Wavelet W3,wavelet,REF-B_fixed_ten_diagnostic,30,0.1,0.0,0.10000000000000142,0.25,0.0,0.25000000000000355,0.01111111111111111,0.9,1.0,axial step verified from official record
TBI,Wavelet W3,wavelet,REF-C_fixed_disjoint_four_confirmatory,30,0.1,0.0,0.10000000000000142,0.25,0.0,0.25000000000000355,0.01111111111111111,0.9,1.0,axial step verified from official record
TBI,Wavelet Detail Energy (db1),wavelet,REF-B_fixed_ten_diagnostic,30,0.1,0.0,0.10000000000000142,0.25,0.0,0.25000000000000355,0.01111111111111111,0.9,1.0,axial step verified from official record
TBI,Wavelet Detail Energy (db1),wavelet,REF-C_fixed_disjoint_four_confirmatory,30,0.1,0.0,0.10000000000000142,0.25,0.0,0.25000000000000355,0.01111111111111111,0.9,1.0,axial step verified from official record
TBI,Curvelet Transform Sharpness Index,wavelet_alias,REF-B_fixed_ten_diagnostic,30,0.1,0.0,0.10000000000000142,0.25,0.0,0.25000000000000355,0.01111111111111111,0.9,1.0,axial step verified from official record
TBI,Curvelet Transform Sharpness Index,wavelet_alias,REF-C_fixed_disjoint_four_confirmatory,30,0.1,0.0,0.10000000000000142,0.25,0.0,0.25000000000000355,0.01111111111111111,0.9,1.0,axial step verified from official record
TBI,DCT Focus Measure,frequency,REF-B_fixed_ten_diagnostic,30,0.03333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0037037037037037034,0.9666666666666667,1.0,axial step verified from official record
TBI,DCT Focus Measure,frequency,REF-C_fixed_disjoint_four_confirmatory,30,0.03333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0037037037037037034,0.9666666666666667,1.0,axial step verified from official record
TBI,Intensity Skewness Index,statistical,REF-B_fixed_ten_diagnostic,30,3.3666666666666667,4.0,5.0,8.416666666666666,10.0,12.5,0.37407407407407406,0.13333333333333333,0.16666666666666666,axial step verified from official record
TBI,Intensity Skewness Index,statistical,REF-C_fixed_disjoint_four_confirmatory,30,3.3666666666666667,4.0,5.0,8.416666666666666,10.0,12.5,0.37407407407407406,0.13333333333333333,0.16666666666666666,axial step verified from official record
TBI,Squared Gradient,gradient,REF-B_fixed_ten_diagnostic,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,axial step verified from official record
TBI,Squared Gradient,gradient,REF-C_fixed_disjoint_four_confirmatory,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,axial step verified from official record
TBI,Gradient Squared Energy,gradient,REF-B_fixed_ten_diagnostic,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,axial step verified from official record
TBI,Gradient Squared Energy,gradient,REF-C_fixed_disjoint_four_confirmatory,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,axial step verified from official record
